,train_loss
0,3.874333381652832
1,3.894237995147705
2,3.6477127075195312
3,3.6085903644561768
4,3.325894594192505
5,3.268681287765503
6,2.80812668800354
7,2.83652925491333
8,2.9336016178131104
9,2.545389413833618
10,2.4767751693725586
11,2.2507107257843018
12,2.3336706161499023
13,2.5784573554992676
14,1.82753586769104
15,1.945336937904358
16,2.1374623775482178
17,1.9261372089385986
18,1.9822436571121216
19,1.5981558561325073
20,1.5235005617141724
21,1.5929373502731323
22,1.602940320968628
23,1.599132776260376
24,1.2072969675064087
25,1.5535130500793457
26,1.3587703704833984
27,1.504353642463684
28,1.0664132833480835
29,1.4024056196212769
30,1.160372257232666
31,1.2133524417877197
32,1.0090159177780151
33,1.1658395528793335
34,1.1993534564971924
35,1.066308856010437
36,0.956836998462677
37,0.8054522275924683
38,1.077981948852539
39,0.9457773566246033
40,0.9330980181694031
41,0.9393463730812073
42,0.933361828327179
43,1.2014976739883423
44,0.9016339778900146
45,0.9820250272750854
46,0.8629320859909058
47,0.8229081630706787
48,0.7574231028556824
49,0.8898281455039978
50,0.8500823974609375
51,0.9936565160751343
52,0.9569420218467712
53,0.6212161779403687
54,0.6545403599739075
55,0.5520088076591492
56,0.7203972935676575
57,0.7224919199943542
58,0.6991626620292664
59,0.7619730234146118
60,0.8384908437728882
61,0.8173648118972778
62,0.6765525341033936
63,0.7127770781517029
64,0.6373199820518494
65,0.924255907535553
66,0.5402944087982178
67,0.7522116303443909
68,0.7321421504020691
69,0.6978409290313721
70,0.5960221886634827
71,0.6989864110946655
72,0.6362268328666687
73,0.42257654666900635
74,0.741757333278656
75,0.7987887263298035
76,0.5985373258590698
77,0.4831772744655609
78,0.3868175446987152
79,0.639006495475769
80,0.6609905958175659
81,0.7382943034172058
82,0.7610250115394592
83,1.0341386795043945
84,0.44151121377944946
85,0.359865665435791
86,0.2984412908554077
87,0.30176985263824463
88,0.34287190437316895
89,0.4077827036380768
90,0.2951531410217285
91,0.31496506929397583
92,0.44689568877220154
93,0.3787127435207367
94,0.39671024680137634
95,0.271218866109848
96,0.31607162952423096
97,0.2969200909137726
98,0.24724677205085754
99,0.32889458537101746
100,0.3250018060207367
101,0.31932932138442993
102,0.3465943932533264
103,0.45781266689300537
104,0.31281158328056335
105,0.3805868625640869
106,0.3794037103652954
107,0.3258023262023926
108,0.33411699533462524
109,0.31788456439971924
110,0.27707943320274353
111,0.3465505540370941
112,0.15771883726119995
113,0.23302322626113892
114,0.20810724794864655
115,0.2508309483528137
116,0.25168776512145996
117,0.26874855160713196
118,0.40910863876342773
119,0.4063907563686371
120,0.4601706862449646
121,0.4562685787677765
122,0.44026312232017517
123,0.4372543692588806
124,0.17376571893692017
125,0.33589449524879456
126,0.2522179186344147
127,0.2764470875263214
128,0.269523561000824
129,0.4031672477722168
130,0.10420958697795868
131,0.2747824788093567
132,0.36904650926589966
133,0.17953887581825256
134,0.37012094259262085
135,0.146934375166893
136,0.4818495810031891
137,0.2894247770309448
138,0.19475741684436798
139,0.22809797525405884
140,0.2382022887468338
141,0.1746530532836914
142,0.21159669756889343
143,0.23649047315120697
144,0.2230859249830246
145,0.22676382958889008
146,0.3293306529521942
147,0.2821333110332489
148,0.16839362680912018
149,0.3068794310092926
150,0.22884905338287354
151,0.34924668073654175
152,0.20711193978786469
153,0.30615225434303284
154,0.30241313576698303
155,0.38742795586586
156,0.19256338477134705
157,0.45590054988861084
158,0.30426084995269775
159,0.29659146070480347
160,0.24911952018737793
161,0.17391280829906464
162,0.3652583658695221
163,0.23826561868190765
164,0.23707415163516998
165,0.2473323941230774
166,0.21451355516910553
167,0.39623233675956726
168,0.20170289278030396
169,0.1697096824645996
170,0.25390109419822693
171,0.117984339594841
172,0.2660104036331177
173,0.11620847880840302
174,0.0952698215842247
175,0.068907730281353
176,0.13776183128356934
177,0.1697802096605301
178,0.11107576638460159
179,0.14448383450508118
180,0.13038204610347748
181,0.12979917228221893
182,0.07705438882112503
183,0.17719680070877075
184,0.07869905233383179
185,0.12396031618118286
186,0.08849788457155228
187,0.08206027001142502
188,0.0695398598909378
189,0.10243554413318634
190,0.10386200994253159
191,0.11673285067081451
192,0.15111692249774933
193,0.1391918957233429
194,0.10506734997034073
195,0.1018654853105545
196,0.14657819271087646
197,0.10216081887483597
198,0.09831908345222473
199,0.13727158308029175
200,0.04084775969386101
201,0.056589316576719284
202,0.20497825741767883
203,0.11809643357992172
204,0.06963199377059937
205,0.11143414676189423
206,0.08658596128225327
207,0.11020833998918533
208,0.06084588170051575
209,0.0838918685913086
210,0.24077393114566803
211,0.08241406083106995
212,0.053086236119270325
213,0.12315216660499573
214,0.1524483561515808
215,0.07799489796161652
216,0.07839539647102356
217,0.05648569017648697
218,0.15265408158302307
219,0.09940387308597565
220,0.06031399220228195
221,0.05522999167442322
222,0.09900213032960892
223,0.16023971140384674
224,0.07652946561574936
225,0.08410545438528061
226,0.09140505641698837
227,0.050378862768411636
228,0.09554820507764816
229,0.15338635444641113
230,0.10069166123867035
231,0.08277620375156403
232,0.15267077088356018
233,0.07692097127437592
234,0.07061433792114258
235,0.12614254653453827
236,0.05198364704847336
237,0.09692208468914032
238,0.11082780361175537
239,0.15487149357795715
240,0.09410177171230316
241,0.07983437180519104
242,0.22753210365772247
243,0.06780978292226791
244,0.24839910864830017
245,0.11104285717010498
246,0.16059261560440063
247,0.07916140556335449
248,0.09066100418567657
249,0.19825993478298187
250,0.1663801223039627
251,0.2008892446756363
252,0.061227262020111084
253,0.04588513821363449
254,0.03490452840924263
255,0.06104639545083046
256,0.034926172345876694
257,0.053713537752628326
258,0.045214034616947174
259,0.05997687205672264
260,0.03157142549753189
261,0.06540501862764359
262,0.1138775572180748
263,0.041173506528139114
264,0.03248940035700798
265,0.04911321774125099
266,0.043565355241298676
267,0.07255267351865768
268,0.09467051923274994
269,0.09887096285820007
270,0.03517265245318413
271,0.13662031292915344
272,0.07642193883657455
273,0.06531122326850891
274,0.04684095084667206
275,0.03181052953004837
276,0.05686381086707115
277,0.07310280948877335
278,0.06941699236631393
279,0.08841097354888916
280,0.05916789546608925
281,0.03396124392747879
282,0.04670342057943344
283,0.030709700658917427
284,0.09209021925926208
285,0.05226150527596474
286,0.031246546655893326
287,0.06391645222902298
288,0.08317648619413376
289,0.02653965912759304
290,0.0682479664683342
291,0.05186193436384201
292,0.07123279571533203
293,0.05122726038098335
294,0.040081921964883804
295,0.06482408195734024
296,0.04870261996984482
297,0.02480831742286682
298,0.053799472749233246
299,0.12899650633335114
300,0.028027519583702087
301,0.06042667105793953
302,0.03635453060269356
303,0.06711352616548538
304,0.08435895293951035
305,0.03125912323594093
306,0.0506519079208374
307,0.08925565332174301
308,0.03607390448451042
309,0.034800298511981964
310,0.02893700823187828
311,0.04293382540345192
312,0.09186718612909317
313,0.05217038467526436
314,0.0834486111998558
315,0.05078493803739548
316,0.06377346813678741
317,0.03016756661236286
318,0.07663818448781967
319,0.029668647795915604
320,0.04806975647807121
321,0.025736285373568535
322,0.04081488400697708
323,0.10006413608789444
324,0.035014618188142776
325,0.022476710379123688
326,0.04353199526667595
327,0.022879641503095627
328,0.07189762592315674
329,0.024080336093902588
330,0.1298588514328003
331,0.031202876940369606
332,0.04492388665676117
333,0.02437991090118885
334,0.07647997885942459
335,0.10807932913303375
336,0.022849921137094498
337,0.0613274984061718
338,0.06568048894405365
339,0.02287270873785019
340,0.05925140529870987
341,0.01814311183989048
342,0.026748107746243477
343,0.02473902516067028
344,0.016842268407344818
345,0.01775612309575081
346,0.05590455234050751
347,0.03884664550423622
348,0.029523294419050217
349,0.04805272817611694
350,0.03192124143242836
351,0.0732961893081665
352,0.015834728255867958
353,0.03028235025703907
354,0.02651231363415718
355,0.023807348683476448
356,0.028505364432930946
357,0.024204151704907417
358,0.034987762570381165
359,0.026892729103565216
360,0.016133364289999008
361,0.027910470962524414
362,0.07619968801736832
363,0.03026163950562477
364,0.02071632631123066
365,0.01822005584836006
366,0.09400550276041031
367,0.021059928461909294
368,0.020444314926862717
369,0.021175820380449295
370,0.012526487931609154
371,0.015398054383695126
372,0.042315855622291565
373,0.044794294983148575
374,0.017221558839082718
375,0.01415729895234108
376,0.07590954005718231
377,0.02348724752664566
378,0.01972813718020916
379,0.01796405389904976
380,0.018859881907701492
381,0.03188902512192726
382,0.018725262954831123
383,0.02070077322423458
384,0.01757631078362465
385,0.07519665360450745
386,0.021216997876763344
387,0.017080411314964294
388,0.016236191615462303
389,0.024271879345178604
390,0.013710932806134224
391,0.014670569449663162
392,0.019585633650422096
393,0.020399795845150948
394,0.03328113257884979
395,0.017059722915291786
396,0.025848181918263435
397,0.02093689888715744
398,0.020262544974684715
399,0.013699767179787159
400,0.035580746829509735
401,0.01616634614765644
402,0.06507469713687897
403,0.017033856362104416
404,0.05571456998586655
405,0.07447937875986099
406,0.01653183624148369
407,0.017948487773537636
408,0.022293709218502045
409,0.04166512191295624
410,0.018388422206044197
411,0.016289658844470978
412,0.0366985984146595
413,0.0351986326277256
414,0.01568806916475296
415,0.014865532517433167
416,0.017804672941565514
417,0.015200141817331314
418,0.008885454386472702
419,0.15053048729896545
420,0.01822158880531788
421,0.009304438717663288
422,0.006854110863059759
423,0.028729423880577087
424,0.012340937741100788
425,0.030143514275550842
426,0.02280474826693535
427,0.01027459092438221
428,0.013998595997691154
429,0.02126319892704487
430,0.011145811527967453
431,0.009530825540423393
432,0.013512656092643738
433,0.04914790019392967
434,0.01315145380795002
435,0.0210319384932518
436,0.02395876869559288
437,0.011649378575384617
438,0.014987832866609097
439,0.019900012761354446
440,0.011060700751841068
441,0.0132925258949399
442,0.007560786325484514
443,0.008724402636289597
444,0.07695604860782623
445,0.01837003417313099
446,0.020951515063643456
447,0.026927873492240906
448,0.009537939913570881
449,0.01522772666066885
450,0.013279217295348644
451,0.017434118315577507
452,0.014196274802088737
453,0.01011719275265932
454,0.021615399047732353
455,0.010219259187579155
456,0.023272700607776642
457,0.06312552839517593
458,0.008936556056141853
459,0.013042953796684742
460,0.011954927816987038
461,0.011055519804358482
462,0.01135373767465353
463,0.030826009809970856
464,0.009861835278570652
465,0.06810356676578522
466,0.019654756411910057
467,0.04702368751168251
468,0.008457053452730179
469,0.01101271528750658
470,0.011484351940453053
471,0.010207999497652054
472,0.026269154623150826
473,0.007966754958033562
474,0.017664775252342224
475,0.04892557114362717
476,0.030267855152487755
477,0.01732999086380005
478,0.04965857416391373
479,0.011505398899316788
480,0.012170940637588501
481,0.014566712081432343
482,0.011798345483839512
483,0.05469638481736183
484,0.010278976522386074
485,0.016931608319282532
486,0.016135405749082565
487,0.013238407671451569
488,0.011133219115436077
489,0.0632709413766861
490,0.02724497951567173
491,0.010330334305763245
492,0.011563063599169254
493,0.010341720655560493
494,0.05808939039707184
495,0.026402773335576057
496,0.00839704368263483
497,0.01180432178080082
498,0.01184290274977684
499,0.012484080158174038
500,0.012920534238219261
501,0.008837034925818443
502,0.016650302335619926
503,0.01723860204219818
504,0.0390237420797348
505,0.007610499858856201
506,0.006524919532239437
507,0.048559658229351044
508,0.011171934194862843
509,0.006425898056477308
510,0.00757798133417964
511,0.010458537377417088
512,0.014338420704007149
513,0.00652308901771903
514,0.011286403052508831
515,0.00757153145968914
516,0.009379597380757332
517,0.016636479645967484
518,0.008486499078571796
519,0.0155403483659029
520,0.005519963800907135
521,0.0085847657173872
522,0.02004173770546913
523,0.04434879124164581
524,0.008543495088815689
525,0.011862177401781082
526,0.008627706207334995
527,0.01404437143355608
528,0.008968671783804893
529,0.008806244470179081
530,0.01671828143298626
531,0.0073922304436564445
532,0.013350112363696098
533,0.006234921049326658
534,0.03144305944442749
535,0.03947075456380844
536,0.011367857456207275
537,0.009217425249516964
538,0.016103757545351982
539,0.008000439032912254
540,0.006378451362252235
541,0.005102280993014574
542,0.009408249519765377
543,0.007848139852285385
544,0.055321257561445236
545,0.013071814551949501
546,0.00966848898679018
547,0.013419403694570065
548,0.008663102053105831
549,0.008350450545549393
550,0.007686021272093058
551,0.008050298318266869
552,0.006930133793503046
553,0.03442647308111191
554,0.006718295626342297
555,0.026020091027021408
556,0.012285090982913971
557,0.00560029735788703
558,0.009154113940894604
559,0.030163921415805817
560,0.007882227189838886
561,0.0074543338268995285
562,0.014819953590631485
563,0.005888279993087053
564,0.032399896532297134
565,0.006166496314108372
566,0.013069800101220608
567,0.006910895928740501
568,0.039683859795331955
569,0.018588464707136154
570,0.008516424335539341
571,0.010639682412147522
572,0.008422590792179108
573,0.01097794994711876
574,0.005897137336432934
575,0.007312110159546137
576,0.010463275015354156
577,0.006223728880286217
578,0.00648763682693243
579,0.013047679327428341
580,0.05008690059185028
581,0.006209664046764374
582,0.011312888003885746
583,0.01386050134897232
584,0.012745029293000698
585,0.016307491809129715
586,0.009068857878446579
587,0.009774594567716122
588,0.03197362273931503
589,0.0069231996312737465
590,0.00811117235571146
591,0.010509303770959377
592,0.006343910936266184
593,0.03471420332789421
594,0.006169564090669155
595,0.012707697227597237
596,0.006062234751880169
597,0.006691465619951487
598,0.00980230513960123
599,0.015349211171269417
600,0.010132312774658203
601,0.015342602506279945
602,0.00822051428258419
603,0.0041704922914505005
604,0.008688733913004398
605,0.00721025513485074
606,0.006940586492419243
607,0.004220732022076845
608,0.007062355987727642
609,0.005096202716231346
610,0.006762043107300997
611,0.007541175466030836
612,0.02047775872051716
613,0.007740180008113384
614,0.00840483233332634
615,0.017065944150090218
616,0.008343776687979698
617,0.005177495535463095
618,0.00992706697434187
619,0.010827005840837955
620,0.005147315561771393
621,0.008416485972702503
622,0.005311629734933376
623,0.0052503435872495174
624,0.024813195690512657
625,0.007656692061573267
626,0.005223104730248451
627,0.012425954453647137
628,0.00963231548666954
629,0.013920886442065239
630,0.01588413678109646
631,0.016410483047366142
632,0.008230136707425117
633,0.005767086986452341
634,0.004498681053519249
635,0.01280900090932846
636,0.00974304135888815
637,0.0050476486794650555
638,0.05291859805583954
639,0.009406821802258492
640,0.018116222694516182
641,0.019010042771697044
642,0.007347920909523964
643,0.012918294407427311
644,0.040146324783563614
645,0.0064177196472883224
646,0.00591872027143836
647,0.027235280722379684
648,0.005790434777736664
649,0.022990023717284203
650,0.009058155119419098
651,0.012776193208992481
652,0.008380815386772156
653,0.005759610794484615
654,0.004653493873775005
655,0.006062399595975876
656,0.008040630258619785
657,0.010093055665493011
658,0.00775183504447341
659,0.008561018854379654
660,0.006991563364863396
661,0.008212223649024963
662,0.006084765773266554
663,0.0049779838882386684
664,0.010641297325491905
665,0.006664491258561611
666,0.007039467338472605
667,0.00552708376199007
668,0.005986765492707491
669,0.006105565000325441
670,0.009970548562705517
671,0.008316743187606335
672,0.006846524775028229
673,0.014686799608170986
674,0.0054391599260270596
675,0.005767495837062597
676,0.007468628231436014
677,0.00540148513391614
678,0.0047966064885258675
679,0.00592428632080555
680,0.005130695179104805
681,0.005656307563185692
682,0.005012609530240297
683,0.005021936260163784
684,0.005006297957152128
685,0.003386766416952014
686,0.005051520187407732
687,0.006041286513209343
688,0.004717666190117598
689,0.010170811787247658
690,0.004585043527185917
691,0.010025093331933022
692,0.003519253106787801
