,train_loss
0,3.904355525970459
1,3.8685710430145264
2,3.922671318054199
3,3.408332586288452
4,3.431464672088623
5,3.176490068435669
6,3.016585350036621
7,2.8245065212249756
8,2.673485040664673
9,2.6652584075927734
10,2.44124436378479
11,2.5644094944000244
12,2.4699838161468506
13,2.0956151485443115
14,2.0945539474487305
15,1.8923653364181519
16,1.9716036319732666
17,2.0237133502960205
18,1.826895833015442
19,1.8400342464447021
20,1.837981104850769
21,1.6674877405166626
22,1.6007704734802246
23,1.5039030313491821
24,1.4968756437301636
25,1.5531924962997437
26,1.599863052368164
27,1.4591395854949951
28,1.2477805614471436
29,1.2504740953445435
30,1.447210669517517
31,1.161238670349121
32,1.3338053226470947
33,1.0602418184280396
34,1.1577390432357788
35,1.022046685218811
36,1.3568058013916016
37,1.3006823062896729
38,1.018032193183899
39,0.9904544949531555
40,1.091874599456787
41,1.033431887626648
42,0.9642190337181091
43,0.8325509428977966
44,0.902052104473114
45,0.8047795295715332
46,0.8649803400039673
47,0.7747645378112793
48,0.833688497543335
49,0.870408833026886
50,0.7501097917556763
51,0.7636061906814575
52,0.8856320977210999
53,1.02344810962677
54,0.7271803617477417
55,0.7373052835464478
56,0.8540265560150146
57,0.6241423487663269
58,0.6987560987472534
59,0.7707996368408203
60,0.6390342116355896
61,0.8119932413101196
62,0.600435197353363
63,0.6647054553031921
64,0.7292794585227966
65,0.7044911980628967
66,0.5547809600830078
67,0.5649752020835876
68,0.6452683806419373
69,0.525966465473175
70,0.5590303540229797
71,0.692358672618866
72,0.49195435643196106
73,0.5298098921775818
74,0.8199521899223328
75,0.40449488162994385
76,0.5688499808311462
77,0.5791955590248108
78,0.4993077218532562
79,0.6564813256263733
80,0.47407615184783936
81,0.37476128339767456
82,0.8211547136306763
83,0.5081331729888916
84,0.6154432892799377
85,0.47706565260887146
86,0.5699742436408997
87,0.6274846196174622
88,0.5534670352935791
89,0.484205961227417
90,0.4924439787864685
91,0.39014020562171936
92,0.3663095533847809
93,0.40373972058296204
94,0.47063925862312317
95,0.37025684118270874
96,0.5950582027435303
97,0.3885326087474823
98,0.40124696493148804
99,0.514854371547699
100,0.37409302592277527
101,0.40217915177345276
102,0.6177252531051636
103,0.3711787760257721
104,0.30630216002464294
105,0.38024118542671204
106,0.4357842803001404
107,0.4903784692287445
108,0.45250359177589417
109,0.555321216583252
110,0.18970166146755219
111,0.3610682785511017
112,0.31673237681388855
113,0.42606231570243835
114,0.39895376563072205
115,0.5748053193092346
116,0.32024118304252625
117,0.38378459215164185
118,0.520339846611023
119,0.45460793375968933
120,0.43339866399765015
121,0.26376304030418396
122,0.427939236164093
123,0.4770393967628479
124,0.3263673782348633
125,0.45381954312324524
126,0.5226123332977295
127,0.282686322927475
